order_id,order_number,customer_id,store_id,order_date,order_status,payment_status,channel,,,shipping_method,total_item,shipped_date,delivery_date,expected_delivery_date,tracking_number,,,,grand_total,tax_total,shipping_total,shipping_cost,discount_total,,priority_order,is_express_delivery,cancelled_at,refunded_at,updated_at,new_column,created_at,coupon_code
5904,ORD00005904,721,13,5/19/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,61,5/21/2024 0:00,5/26/2024 0:00,5/26/2024,TRK000000005904,Ecom Express,,1,42990,31194.56,5615.02,0,36809.58,f,f,f,5/19/2024 0:00,08:13.5,,,,
5905,ORD00005905,609,13,8/29/2024 0:00,Processing,Pending,Online,Website,Mobile,Standard,46,,,,TRK000000005905,Blue Dart,,1,37999,29375.37,5287.57,0,34662.93,f,f,f,8/29/2024 0:00,08:13.5,,,,
5908,ORD00005908,767,13,7/11/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,55,7/13/2025 0:00,7/18/2025 0:00,7/18/2025,TRK000000005908,Shadowfax,,1,79900,75422.21,13576,0,88998.2,f,f,f,7/11/2025 0:00,08:13.5,,,,
5909,ORD00005909,394,13,3/27/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,91,3/28/2025 0:00,4/5/2025 0:00,4/5/2025,TRK000000005909,Xpressbees,,1,26999,23958.13,4312.46,0,28270.59,f,f,f,3/27/2025 0:00,08:13.5,,,,
8972,ORD00008972,274,4,9/26/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,55,9/27/2024 0:00,9/27/2024 0:00,9/27/2024,,,,1,129999,107621.63,19371.89,0,126993.53,f,f,f,9/26/2024 0:00,08:13.5,,,,
8975,ORD00008975,734,12,12/4/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,59,12/5/2024 0:00,12/5/2024 0:00,12/5/2024,,,,1,39999,23943.96,4309.91,0,28253.87,f,f,f,12/4/2024 0:00,08:13.5,,,,
8978,ORD00008978,687,4,6/15/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,91,6/16/2024 0:00,6/16/2024 0:00,6/16/2024,,,,1,129999,106752.25,19215.41,0,125967.66,f,f,f,6/15/2024 0:00,08:13.5,,,,
8979,ORD00008979,623,8,9/5/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,70,9/6/2025 0:00,9/6/2025 0:00,9/6/2025,,,,1,2998,2734.44,492.2,0,3226.64,f,f,f,9/5/2025 0:00,08:13.5,,,,
8985,ORD00008985,161,3,12/7/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,40,12/8/2025 0:00,12/8/2025 0:00,12/8/2025,,,,1,16999,14027.35,2524.92,0,16552.28,f,f,f,12/7/2025 0:00,08:13.5,,,,
8986,ORD00008986,849,3,4/26/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,2,4/27/2024 0:00,4/27/2024 0:00,4/27/2024,,,,1,4598,3369.32,606.48,0,3975.79,f,f,f,4/26/2024 0:00,08:13.5,,,,
8992,ORD00008992,854,12,7/14/2024 0:00,Processing,Pending,In-Store,Walk-in,,Store Pickup,44,,,,,,,1,149999,109184.3,19653.17,0,128837.48,f,f,f,7/14/2024 0:00,08:13.5,,,,
8995,ORD00008995,656,3,1/6/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,20,1/7/2025 0:00,1/7/2025 0:00,1/7/2025,,,,1,3898,2469.66,444.54,0,2914.2,f,f,f,1/6/2025 0:00,08:13.5,,,,
8996,ORD00008996,323,8,12/30/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,71,12/31/2024 0:00,12/31/2024 0:00,12/31/2024,,,,1,54990,46062.02,8291.16,0,54353.19,f,f,f,12/30/2024 0:00,08:13.5,,,,
8999,ORD00008999,155,8,6/1/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,85,6/3/2024 0:00,6/3/2024 0:00,6/3/2024,,,,1,7999,7194.56,1295.02,0,8489.58,f,f,f,6/1/2024 0:00,08:13.5,,,,
9005,ORD00009005,251,3,8/10/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,40,8/12/2025 0:00,8/12/2025 0:00,8/12/2025,,,,1,42990,35374.94,6367.49,0,41742.43,f,f,f,8/10/2025 0:00,08:13.5,,,,
5910,ORD00005910,635,13,1/15/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,46,1/16/2025 0:00,1/22/2025 0:00,1/22/2025,TRK000000005910,Ecom Express,,1,33999,31430.72,5657.53,0,37088.24,f,f,f,1/15/2025 0:00,08:13.5,,,,
5911,ORD00005911,366,13,9/10/2025 0:00,Cancelled,Pending,Online,Website,Mobile,Standard,52,,,,TRK000000005911,Shadowfax,,1,37999,31690.42,5704.28,0,37394.69,f,f,f,9/10/2025 0:00,08:13.5,9/11/2025 0:00,,,
5913,ORD00005913,193,13,8/8/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,93,8/9/2024 0:00,8/16/2024 0:00,8/16/2024,TRK000000005913,DTDC,,1,2999,2575.22,463.54,0,3038.76,f,f,f,8/8/2024 0:00,08:13.5,,,,
5914,ORD00005914,784,13,12/14/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,4,12/15/2025 0:00,12/20/2025 0:00,12/20/2025,TRK000000005914,DTDC,,1,21999,14173.05,2551.15,0,16724.2,f,f,f,12/14/2025 0:00,08:13.5,,,,
5915,ORD00005915,639,13,8/30/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,94,9/1/2025 0:00,9/6/2025 0:00,9/6/2025,TRK000000005915,DTDC,,1,9499,6957.11,1252.28,0,8209.39,f,f,f,8/30/2025 0:00,08:13.5,,,,
5917,ORD00005917,284,13,12/31/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,52,1/1/2025 0:00,1/6/2025 0:00,1/6/2025,TRK000000005917,DTDC,,1,1399,1004.65,180.84,0,1185.49,f,f,f,12/31/2024 0:00,08:13.5,,,,
5919,ORD00005919,708,13,6/28/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,38,6/30/2024 0:00,7/7/2024 0:00,7/7/2024,TRK000000005919,Ecom Express,,1,29990,27455.75,4942.04,0,32397.79,f,f,f,6/28/2024 0:00,08:13.5,,,,
5920,ORD00005920,232,13,1/3/2025 0:00,Shipped,Pending,Online,Website,Desktop,Standard,67,1/4/2025 0:00,1/11/2025 0:00,1/11/2025,TRK000000005920,Ecom Express,,1,19999,16081.77,2894.72,0,18976.49,f,f,f,1/3/2025 0:00,08:13.5,,,,
5921,ORD00005921,751,13,11/22/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,5,11/23/2025 0:00,11/28/2025 0:00,11/28/2025,TRK000000005921,DTDC,,1,1396,1127.92,203.02,0,1330.93,f,f,f,11/22/2025 0:00,08:13.5,,,,
5922,ORD00005922,670,13,2/4/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,70,2/5/2025 0:00,2/10/2025 0:00,2/10/2025,TRK000000005922,Shadowfax,,1,134990,112666.39,20279.95,0,132946.34,f,f,f,2/4/2025 0:00,08:13.5,,,,
5924,ORD00005924,817,13,5/19/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,59,5/20/2025 0:00,5/25/2025 0:00,5/25/2025,TRK000000005924,Ecom Express,,1,29999,23252.14,4185.38,0,27437.52,f,f,f,5/19/2025 0:00,08:13.5,,,,
5925,ORD00005925,196,13,3/17/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,72,3/18/2025 0:00,3/26/2025 0:00,3/26/2025,TRK000000005925,Blue Dart,,1,134990,122196.92,21995.44,0,144192.36,f,f,f,3/17/2025 0:00,08:13.5,,,,
5927,ORD00005927,263,13,5/26/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,34,5/28/2024 0:00,6/4/2024 0:00,6/4/2024,TRK000000005927,DTDC,,1,149999,121006.46,21781.16,0,142787.62,f,f,f,5/26/2024 0:00,08:13.5,,,,
5928,ORD00005928,147,13,4/19/2024 0:00,Delivered,Paid,Online,Website,Desktop,Express,30,4/21/2024 0:00,4/24/2024 0:00,4/24/2024,TRK000000005928,Blue Dart,,1,299,245.38,44.17,162.7,289.55,f,t,f,4/19/2024 0:00,08:13.5,,,,
5929,ORD00005929,755,13,10/12/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,3,10/14/2025 0:00,10/21/2025 0:00,10/21/2025,TRK000000005929,Ecom Express,,1,89999,76359.25,13744.67,0,90103.92,f,f,f,10/12/2025 0:00,08:13.5,,,,
5930,ORD00005930,376,13,3/21/2025 0:00,Returned,Pending,Online,Website,Mobile,Standard,41,3/22/2025 0:00,3/28/2025 0:00,3/28/2025,TRK000000005930,Xpressbees,,1,33999,32262.32,5807.22,0,38069.54,f,f,f,3/21/2025 0:00,08:13.5,,3/31/2025 0:00,,
5931,ORD00005931,754,13,6/1/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,57,6/3/2024 0:00,6/8/2024 0:00,6/8/2024,TRK000000005931,Blue Dart,,1,92990,74573.19,13423.17,0,87996.36,f,f,f,6/1/2024 0:00,08:13.5,,,,
5932,ORD00005932,834,13,10/20/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,85,10/21/2025 0:00,10/28/2025 0:00,10/28/2025,TRK000000005932,Shadowfax,,1,21999,18773.59,3379.25,0,22152.84,f,f,t,10/20/2025 0:00,08:13.5,,,,
5934,ORD00005934,964,13,2/20/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,70,2/21/2024 0:00,2/26/2024 0:00,2/26/2024,TRK000000005934,Delhivery,,1,92990,85632.21,15413.8,0,101046.01,f,f,f,2/20/2024 0:00,08:13.5,,,,
5936,ORD00005936,240,13,10/24/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,59,10/25/2024 0:00,10/31/2024 0:00,10/31/2024,TRK000000005936,DTDC,,1,12999,9666.13,1739.9,0,11406.03,f,f,f,10/24/2024 0:00,08:13.5,,,,
5938,ORD00005938,738,13,9/10/2024 0:00,Processing,Pending,Online,Website,Mobile,Standard,7,,,,TRK000000005938,Shadowfax,,1,25999,21037.58,3786.76,0,24824.35,f,f,f,9/10/2024 0:00,08:13.5,,,,
9016,ORD00009016,605,2,1/2/2026 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,37,1/4/2026 0:00,1/4/2026 0:00,1/4/2026,,,,1,33990,28572.06,5142.97,0,33715.02,f,f,f,1/2/2026 0:00,08:13.5,,,,
9018,ORD00009018,237,2,10/19/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,73,10/20/2024 0:00,10/20/2024 0:00,10/20/2024,,,,1,38990,24600.61,4428.11,0,29028.72,f,f,f,10/19/2024 0:00,08:13.5,,,,
9019,ORD00009019,792,9,11/6/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,42,11/8/2025 0:00,11/8/2025 0:00,11/8/2025,,,,1,174990,114848.89,20672.8,0,135521.69,f,f,f,11/6/2025 0:00,08:13.5,,,,
9021,ORD00009021,874,1,7/8/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,51,7/9/2024 0:00,7/9/2024 0:00,7/9/2024,,,,1,89999,83101.29,14958.23,0,98059.52,f,f,f,7/8/2024 0:00,08:13.5,,,,
9025,ORD00009025,472,12,1/12/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,67,1/13/2025 0:00,1/13/2025 0:00,1/13/2025,,,,1,17999,11961.48,2153.07,0,14114.55,f,f,f,1/12/2025 0:00,08:13.5,,,,
9027,ORD00009027,381,5,8/2/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,85,8/4/2024 0:00,8/4/2024 0:00,8/4/2024,,,,1,16999,12913.26,2324.39,0,15237.64,f,f,t,8/2/2024 0:00,08:13.5,,,,
9034,ORD00009034,145,11,6/4/2024 0:00,Confirmed,Pending,In-Store,Walk-in,,Store Pickup,55,,,,,,,1,61990,53728.57,9671.14,0,63399.71,f,f,t,6/4/2024 0:00,08:13.5,,,,
9035,ORD00009035,757,2,9/21/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,12,9/22/2025 0:00,9/22/2025 0:00,9/22/2025,,,,1,1798,1691.62,304.49,0,1996.12,f,f,f,9/21/2025 0:00,08:13.5,,,,
5940,ORD00005940,861,13,5/25/2024 0:00,Cancelled,Pending,Online,Website,Desktop,Standard,60,,,,TRK000000005940,Blue Dart,,1,18999,15252.54,2745.46,0,17997.99,f,f,f,5/25/2024 0:00,08:13.5,5/26/2024 0:00,,,
5941,ORD00005941,102,13,10/19/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,96,10/20/2025 0:00,10/26/2025 0:00,10/26/2025,TRK000000005941,Xpressbees,,1,3499,2549.48,458.91,0,3008.39,f,f,f,10/19/2025 0:00,08:13.5,,,,
5943,ORD00005943,306,13,10/15/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,92,10/17/2024 0:00,10/22/2024 0:00,10/22/2024,TRK000000005943,Blue Dart,,1,30990,20140.07,3625.21,0,23765.29,f,f,f,10/15/2024 0:00,08:13.5,,,,
5944,ORD00005944,167,13,7/15/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,95,7/16/2024 0:00,7/24/2024 0:00,7/24/2024,TRK000000005944,DTDC,,1,37990,31464.46,5663.6,0,37128.06,f,f,f,7/15/2024 0:00,08:13.5,,,,
5945,ORD00005945,299,13,4/12/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,4,4/13/2024 0:00,4/18/2024 0:00,4/18/2024,TRK000000005945,Shadowfax,,1,79999,74919.95,13485.59,0,88405.54,f,f,f,4/12/2024 0:00,08:13.5,,,,
5947,ORD00005947,679,13,10/16/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,3,10/18/2024 0:00,10/26/2024 0:00,10/26/2024,TRK000000005947,Xpressbees,,1,23999,15763.42,2837.42,0,18600.83,f,f,t,10/16/2024 0:00,08:13.5,,,,
5948,ORD00005948,200,13,6/15/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,45,6/16/2025 0:00,6/21/2025 0:00,6/21/2025,TRK000000005948,DTDC,,1,44990,36326.19,6538.71,0,42864.91,f,f,f,6/15/2025 0:00,08:13.5,,,,
5949,ORD00005949,731,13,8/24/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,3,8/26/2025 0:00,9/3/2025 0:00,9/3/2025,TRK000000005949,Blue Dart,,1,11999,7913.62,1424.45,0,9338.07,f,f,f,8/24/2025 0:00,08:13.5,,,,
5950,ORD00005950,907,13,12/1/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,89,12/3/2025 0:00,12/10/2025 0:00,12/10/2025,TRK000000005950,Ecom Express,,1,129999,106618.08,19191.25,0,125809.33,f,f,f,12/1/2025 0:00,08:13.5,,,,
5951,ORD00005951,486,13,7/31/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,98,8/1/2025 0:00,8/7/2025 0:00,8/7/2025,TRK000000005951,Ecom Express,,1,2999,2067.29,372.11,0,2439.4,f,f,f,7/31/2025 0:00,08:13.5,,,,
5952,ORD00005952,324,13,8/4/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,37,8/6/2024 0:00,8/13/2024 0:00,8/13/2024,TRK000000005952,Delhivery,,1,134900,120477.75,21686,0,142163.75,f,f,f,8/4/2024 0:00,08:13.5,,,,
5953,ORD00005953,481,13,12/7/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,43,12/9/2025 0:00,12/14/2025 0:00,12/14/2025,TRK000000005953,Delhivery,,1,13490,6745,1214.1,0,7959.1,f,f,f,12/7/2025 0:00,08:13.5,,,,
5954,ORD00005954,90,13,10/4/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,81,10/5/2025 0:00,10/12/2025 0:00,10/12/2025,TRK000000005954,Blue Dart,,1,14490,9747.55,1754.56,0,11502.11,f,f,f,10/4/2025 0:00,08:13.5,,,,
9047,ORD00009047,973,6,10/24/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,42,10/25/2024 0:00,10/25/2024 0:00,10/25/2024,,,,1,39990,32390.97,5830.37,0,38221.34,f,f,f,10/24/2024 0:00,08:13.5,,,,
9049,ORD00009049,734,6,11/25/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,59,11/26/2024 0:00,11/26/2024 0:00,11/26/2024,,,,1,3499,2638.53,474.93,0,3113.46,f,f,f,11/25/2024 0:00,08:13.5,,,,
9052,ORD00009052,491,2,6/24/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,21,6/25/2024 0:00,6/25/2024 0:00,6/25/2024,,,,1,32999,25685.97,4623.47,0,30309.45,f,f,f,6/24/2024 0:00,08:13.5,,,,
9053,ORD00009053,470,2,4/12/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,88,4/13/2025 0:00,4/13/2025 0:00,4/13/2025,,,,1,89999,71229.85,12821.37,0,84051.23,f,f,f,4/12/2025 0:00,08:13.5,,,,
9056,ORD00009056,756,2,7/18/2025 0:00,Confirmed,Pending,In-Store,Walk-in,,Store Pickup,59,,,,,,,1,32990,28880.21,5198.44,0,34078.64,f,f,f,7/18/2025 0:00,08:13.5,,,,
9059,ORD00009059,784,1,3/15/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,4,3/16/2025 0:00,3/16/2025 0:00,3/16/2025,,,,1,47990,40329.81,7259.37,0,47589.18,f,f,f,3/15/2025 0:00,08:13.5,,,,
9060,ORD00009060,91,6,10/15/2024 0:00,Confirmed,Pending,In-Store,Walk-in,,Store Pickup,69,,,,,,,1,1999,1543.12,277.76,0,1820.88,f,f,f,10/15/2024 0:00,08:13.5,,,,
9061,ORD00009061,113,12,9/24/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,8,9/25/2025 0:00,9/25/2025 0:00,9/25/2025,,,,1,18999,14832.59,2669.87,0,17502.46,f,f,f,9/24/2025 0:00,08:13.5,,,,
9062,ORD00009062,732,11,7/2/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,29,7/4/2025 0:00,7/4/2025 0:00,7/4/2025,,,,1,33490,25291.66,4552.5,0,29844.16,f,f,f,7/2/2025 0:00,08:13.5,,,,
9066,ORD00009066,887,2,8/27/2025 0:00,Confirmed,Pending,In-Store,Walk-in,,Store Pickup,79,,,,,,,1,35998,25546,4598.28,0,30144.29,f,f,f,8/27/2025 0:00,08:13.5,,,,
9071,ORD00009071,963,1,7/6/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,94,7/8/2025 0:00,7/8/2025 0:00,7/8/2025,,,,1,57990,48372.24,8707,0,57079.25,f,f,f,7/6/2025 0:00,08:13.5,,,,
9074,ORD00009074,991,10,4/14/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,68,4/16/2024 0:00,4/16/2024 0:00,4/16/2024,,,,1,45999,37238.04,6702.85,0,43940.89,f,f,f,4/14/2024 0:00,08:13.5,,,,
9077,ORD00009077,549,1,9/17/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,10,9/19/2025 0:00,9/19/2025 0:00,9/19/2025,,,,1,9499,8200.94,1476.17,0,9677.1,f,f,f,9/17/2025 0:00,08:13.5,,,,
5957,ORD00005957,264,13,10/22/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,27,10/23/2024 0:00,10/31/2024 0:00,10/31/2024,TRK000000005957,DTDC,,1,33999,26880.11,4838.42,0,31718.53,f,f,f,10/22/2024 0:00,08:13.5,,,,
5958,ORD00005958,936,13,7/6/2025 0:00,Shipped,Pending,Online,Website,Tablet,Standard,43,7/8/2025 0:00,7/15/2025 0:00,7/15/2025,TRK000000005958,Blue Dart,,1,74990,66793.52,12022.83,0,78816.36,f,f,f,7/6/2025 0:00,08:13.5,,,,
5959,ORD00005959,586,13,12/30/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,12,12/31/2025 0:00,1/6/2026 0:00,1/6/2026,TRK000000005959,Blue Dart,,1,5998,3577.08,643.87,0,4220.95,f,f,f,12/30/2025 0:00,08:13.5,,,,
5960,ORD00005960,50,13,4/7/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,55,4/9/2024 0:00,4/14/2024 0:00,4/14/2024,TRK000000005960,Ecom Express,,1,14999,12436.24,2238.52,0,14674.77,f,f,f,4/7/2024 0:00,08:13.5,,,,
5962,ORD00005962,202,13,3/6/2024 0:00,Processing,Pending,Online,Website,Mobile,Standard,72,,,,TRK000000005962,Ecom Express,,1,3299,2119.34,381.48,0,2500.82,f,f,f,3/6/2024 0:00,08:13.5,,,,
5963,ORD00005963,82,13,4/29/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,81,5/1/2025 0:00,5/8/2025 0:00,5/8/2025,TRK000000005963,Blue Dart,,1,54999,49022.76,8824.1,0,57846.86,f,f,f,4/29/2025 0:00,08:13.5,,,,
5966,ORD00005966,889,13,4/27/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,100,4/28/2024 0:00,5/4/2024 0:00,5/4/2024,TRK000000005966,Xpressbees,,1,42990,34572.71,6223.09,0,40795.79,f,f,f,4/27/2024 0:00,08:13.5,,,,
5967,ORD00005967,429,13,5/12/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,45,5/14/2025 0:00,5/22/2025 0:00,5/22/2025,TRK000000005967,Ecom Express,,1,26999,22843.86,4111.89,0,26955.75,f,f,f,5/12/2025 0:00,08:13.5,,,,
5968,ORD00005968,869,13,3/25/2024 0:00,Delivered,Paid,Online,Website,Desktop,Standard,33,3/27/2024 0:00,4/4/2024 0:00,4/4/2024,TRK000000005968,Ecom Express,,1,2798,2291.3,412.44,0,2703.74,f,f,f,3/25/2024 0:00,08:13.5,,,,
5971,ORD00005971,71,13,6/14/2024 0:00,Delivered,Paid,Online,Website,Tablet,Standard,47,6/15/2024 0:00,6/22/2024 0:00,6/22/2024,TRK000000005971,Xpressbees,,1,59980,52744.4,9493.99,0,62238.4,f,f,f,6/14/2024 0:00,08:13.5,,,,
5973,ORD00005973,893,13,10/4/2025 0:00,Delivered,Paid,Online,Website,Tablet,Standard,55,10/6/2025 0:00,10/13/2025 0:00,10/13/2025,TRK000000005973,Blue Dart,,1,61990,48942.85,8809.71,0,57752.57,f,f,f,10/4/2025 0:00,08:13.5,,,,
5974,ORD00005974,375,13,5/13/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,49,5/15/2025 0:00,5/21/2025 0:00,5/21/2025,TRK000000005974,DTDC,,1,26999,23122.59,4162.07,0,27284.66,f,f,f,5/13/2025 0:00,08:13.5,,,,
5975,ORD00005975,221,13,8/24/2025 0:00,Shipped,Pending,Online,Website,Mobile,Standard,93,8/25/2025 0:00,9/2/2025 0:00,9/2/2025,TRK000000005975,Delhivery,,1,41990,32685.53,5883.39,0,38568.92,f,f,f,8/24/2025 0:00,08:13.5,,,,
5976,ORD00005976,244,13,5/27/2025 0:00,Delivered,Paid,Online,Website,Mobile,Standard,33,5/28/2025 0:00,6/5/2025 0:00,6/5/2025,TRK000000005976,Xpressbees,,1,37990,31823.04,5728.15,0,37551.19,f,f,f,5/27/2025 0:00,08:13.5,,,,
5978,ORD00005978,231,13,4/23/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,81,4/24/2024 0:00,4/30/2024 0:00,4/30/2024,TRK000000005978,Blue Dart,,1,7999,7187.72,1293.79,0,8481.51,f,f,f,4/23/2024 0:00,08:13.5,,,,
5980,ORD00005980,239,13,6/15/2024 0:00,Shipped,Pending,Online,Website,Mobile,Standard,11,6/17/2024 0:00,6/22/2024 0:00,6/22/2024,TRK000000005980,DTDC,,1,59800,36421.22,6555.82,0,42977.03,f,f,f,6/15/2024 0:00,08:13.5,,,,
5981,ORD00005981,585,13,8/23/2024 0:00,Shipped,Pending,Online,Website,Mobile,Standard,23,8/24/2024 0:00,8/29/2024 0:00,8/29/2024,TRK000000005981,Shadowfax,,1,24900,17472.62,3145.07,0,20617.69,f,f,f,8/23/2024 0:00,08:13.5,,,,
5982,ORD00005982,816,13,11/24/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,86,11/26/2024 0:00,12/2/2024 0:00,12/2/2024,TRK000000005982,Blue Dart,,1,25999,13562.62,2441.27,0,16003.9,f,f,f,11/24/2024 0:00,08:13.5,,,,
5983,ORD00005983,891,13,2/8/2025 0:00,Shipped,Pending,Online,Website,Desktop,Standard,9,2/10/2025 0:00,2/17/2025 0:00,2/17/2025,TRK000000005983,Xpressbees,,1,2299,1641.53,295.48,0,1937,f,f,f,2/8/2025 0:00,08:13.5,,,,
5984,ORD00005984,8,13,2/23/2025 0:00,Delivered,Paid,Online,Website,Desktop,Standard,15,2/25/2025 0:00,3/5/2025 0:00,3/5/2025,TRK000000005984,Ecom Express,,1,2299,1786.9,321.64,0,2108.54,f,f,f,2/23/2025 0:00,08:13.5,,,,
9087,ORD00009087,252,7,7/9/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,90,7/10/2024 0:00,7/10/2024 0:00,7/10/2024,,,,1,21499,16647.72,2996.59,0,19644.32,f,f,f,7/9/2024 0:00,08:13.5,,,,
9088,ORD00009088,983,9,9/14/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,100,9/15/2024 0:00,9/15/2024 0:00,9/15/2024,,,,1,54999,38357.02,6904.26,0,45261.28,f,f,f,9/14/2024 0:00,08:13.5,,,,
9095,ORD00009095,145,9,8/9/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,55,8/10/2025 0:00,8/10/2025 0:00,8/10/2025,,,,1,129999,107222.68,19300.08,0,126522.76,f,f,f,8/9/2025 0:00,08:13.5,,,,
9101,ORD00009101,970,5,7/30/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,36,7/31/2025 0:00,7/31/2025 0:00,7/31/2025,,,,1,16490,13759.81,2476.77,0,16236.58,f,f,f,7/30/2025 0:00,08:13.5,,,,
9103,ORD00009103,584,1,2/16/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,64,2/18/2025 0:00,2/18/2025 0:00,2/18/2025,,,,1,39999,35260.42,6346.88,0,41607.3,f,f,f,2/16/2025 0:00,08:13.5,,,,
9105,ORD00009105,893,12,3/26/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,55,3/28/2024 0:00,3/28/2024 0:00,3/28/2024,,,,1,134900,123623.64,22252.26,0,145875.89,f,f,f,3/26/2024 0:00,08:13.5,,,,
9110,ORD00009110,679,5,8/1/2024 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,3,8/2/2024 0:00,8/2/2024 0:00,8/2/2024,,,,1,174990,153479.62,27626.33,0,181105.95,f,f,f,8/1/2024 0:00,08:13.5,,,,
9117,ORD00009117,912,6,8/27/2025 0:00,Delivered,Paid,In-Store,Walk-in,,Store Pickup,8,8/29/2025 0:00,8/29/2025 0:00,8/29/2025,,,,1,11999,9132.02,1643.76,0,10775.79,f,f,f,8/27/2025 0:00,08:13.5,,,,
5985,ORD00005985,252,13,6/18/2024 0:00,Delivered,Paid,Online,Website,Mobile,Standard,90,6/19/2024 0:00,6/25/2024 0:00,6/25/2024,TRK000000005985,Shadowfax,,1,9499,7200.81,1296.15,0,8496.95,f,f,f,6/18/2024 0:00,08:13.5,,,,
